120000, 7, 9.566737e+14
300000, 7, 4.496336e+14
600000, 7, 1.983843e+14
900000, 7, 1.115376e+14
1200000, 7, 6.687145e+13
1500000, 7, 4.169015e+13
1800000, 7, 3.051911e+13
2100000, 7, 2.117791e+13
2400000, 7, 1.463555e+13
2700000, 7, 1.056340e+13
3000000, 7, 7.423225e+12
120000, 7, 8.486880e+14
300000, 7, 3.377974e+14
600000, 7, 2.255233e+14
900000, 7, 1.062325e+14
1200000, 7, 6.458731e+13
1500000, 7, 4.596683e+13
1800000, 7, 2.725897e+13
2100000, 7, 1.692537e+13
2400000, 7, 1.213236e+13
2700000, 7, 8.702276e+12
3000000, 7, 6.294519e+12
120000, 7, 6.678616e+14
300000, 7, 4.190783e+14
600000, 7, 2.662777e+14
900000, 7, 1.968293e+14
1200000, 7, 1.149478e+14
1500000, 7, 7.068709e+13
1800000, 7, 4.865754e+13
2100000, 7, 3.397876e+13
2400000, 7, 2.465352e+13
2700000, 7, 1.717047e+13
3000000, 7, 1.376871e+13
