120000, 15, 2.134998e+15
300000, 15, 2.066824e+15
600000, 15, 1.572825e+15
900000, 15, 1.296311e+15
1200000, 15, 9.155346e+14
1500000, 15, 3.489112e+14
1800000, 15, 2.729860e+14
2100000, 15, 1.384523e+14
2400000, 15, 5.075321e+13
2700000, 15, 9.861054e+12
3000000, 15, 8.003950e+10
120000, 15, 2.282789e+15
300000, 15, 2.056947e+15
600000, 15, 1.384797e+15
900000, 15, 1.262458e+15
1200000, 15, 9.904406e+14
1500000, 15, 8.866339e+14
1800000, 15, 6.816094e+14
2100000, 15, 4.207904e+14
2400000, 15, 1.519965e+14
2700000, 15, 4.358666e+12
3000000, 15, 5.674444e+10
