120000, 4, 1.954187e+12
300000, 4, 1.137518e+12
600000, 4, 7.131197e+11
900000, 4, 6.042663e+11
1200000, 4, 5.835820e+11
1500000, 4, 5.792105e+11
1800000, 4, 5.783237e+11
2100000, 4, 5.780943e+11
120000, 4, 1.947694e+12
300000, 4, 1.232848e+12
600000, 4, 8.837487e+11
900000, 4, 8.053636e+11
1200000, 4, 7.876063e+11
1500000, 4, 7.841475e+11
1800000, 4, 7.833721e+11
2100000, 4, 7.831864e+11
2400000, 4, 7.831424e+11
2700000, 4, 7.831337e+11
3000000, 4, 7.831315e+11
120000, 4, 1.861555e+12
300000, 4, 1.035850e+12
600000, 4, 6.614668e+11
900000, 4, 5.689350e+11
1200000, 4, 5.498426e+11
1500000, 4, 5.454200e+11
1800000, 4, 5.443578e+11
2100000, 4, 5.441011e+11
120000, 4, 1.903667e+12
300000, 4, 1.089937e+12
600000, 4, 7.114093e+11
900000, 4, 6.306897e+11
1200000, 4, 6.152209e+11
1500000, 4, 6.114255e+11
120000, 4, 1.868097e+12
300000, 4, 1.135737e+12
600000, 4, 7.884974e+11
900000, 4, 7.106067e+11
1200000, 4, 6.897838e+11
1500000, 4, 6.845337e+11
1800000, 4, 6.833593e+11
2100000, 4, 6.831261e+11
2400000, 4, 6.830703e+11
2700000, 4, 6.830575e+11
3000000, 4, 6.830542e+11
120000, 4, 1.661837e+12
300000, 4, 1.050829e+12
600000, 4, 8.015787e+11
900000, 4, 7.374122e+11
120000, 4, 1.627295e+12
300000, 4, 1.005760e+12
600000, 4, 8.125737e+11
900000, 4, 7.782009e+11
1200000, 4, 7.727261e+11
1500000, 4, 7.695675e+11
1800000, 4, 7.685666e+11
2100000, 4, 7.651497e+11
2400000, 4, 7.645231e+11
2700000, 4, 7.643260e+11
120000, 4, 1.854678e+12
300000, 4, 1.138162e+12
600000, 4, 9.517730e+11
900000, 4, 9.164687e+11
1200000, 4, 9.139731e+11
1500000, 4, 9.088805e+11
1800000, 4, 9.088805e+11
2100000, 4, 9.073535e+11
2400000, 4, 9.073535e+11
2700000, 4, 9.067357e+11
120000, 4, 1.872109e+12
300000, 4, 1.013246e+12
120000, 4, 1.930196e+12
300000, 4, 1.065864e+12
600000, 4, 7.907192e+11
120000, 4, 1.896945e+12
300000, 4, 1.096102e+12
600000, 4, 9.224296e+11
900000, 4, 9.104005e+11
120000, 4, 1.901385e+12
120000, 4, 1.937746e+12
300000, 4, 9.922582e+11
600000, 4, 7.853163e+11
900000, 4, 7.692283e+11
120000, 4, 1.867472e+12
120000, 4, 1.552366e+12
300000, 4, 8.334950e+11
600000, 4, 6.315847e+11
900000, 4, 6.261799e+11
120000, 4, 1.906679e+12
