120000, 15, 2.387801e+15
300000, 15, 2.345732e+15
600000, 15, 2.327285e+15
900000, 15, 2.295157e+15
1200000, 15, 2.258682e+15
1500000, 15, 2.145755e+15
1800000, 15, 2.012991e+15
2100000, 15, 1.753385e+15
2400000, 15, 1.412825e+15
2700000, 15, 2.848063e+14
3000000, 15, 3.437167e+12
120000, 15, 1.567219e+17
300000, 15, 1.566088e+17
600000, 15, 1.505329e+17
900000, 15, 1.505319e+17
1200000, 15, 7.573791e+16
1500000, 15, 7.563308e+16
1800000, 15, 7.534326e+16
2100000, 15, 7.520439e+16
2400000, 15, 7.041292e+16
2700000, 15, 6.841246e+16
3000000, 15, 6.504258e+16
120000, 15, 2.387801e+15
300000, 15, 2.378191e+15
600000, 15, 2.359565e+15
900000, 15, 2.328144e+15
1200000, 15, 2.291113e+15
1500000, 15, 2.177162e+15
1800000, 15, 2.042906e+15
2100000, 15, 1.779968e+15
2400000, 15, 1.412825e+15
2700000, 15, 2.848063e+14
3000000, 15, 3.437167e+12
120000, 15, 2.081956e+15
300000, 15, 1.883128e+15
600000, 15, 1.259484e+15
900000, 15, 1.085122e+15
1200000, 15, 9.510228e+14
1500000, 15, 6.900885e+14
1800000, 15, 5.958671e+14
2100000, 15, 5.000432e+14
2400000, 15, 2.255282e+14
2700000, 15, 7.490004e+13
3000000, 15, 1.376735e+12
120000, 15, 2.387801e+15
300000, 15, 2.345732e+15
600000, 15, 2.327285e+15
900000, 15, 2.295157e+15
1200000, 15, 2.258682e+15
1500000, 15, 2.145755e+15
1800000, 15, 2.012991e+15
2100000, 15, 1.753385e+15
2400000, 15, 1.412825e+15
2700000, 15, 2.848063e+14
3000000, 15, 3.437167e+12
120000, 15, 9.559399e+16
300000, 15, 9.559075e+16
600000, 15, 9.147475e+16
900000, 15, 9.137152e+16
1200000, 15, 9.134574e+16
1500000, 15, 9.112538e+16
1800000, 15, 9.011879e+16
2100000, 15, 9.005763e+16
2400000, 15, 8.705737e+16
2700000, 15, 8.634005e+16
3000000, 15, 8.596185e+16
120000, 15, 2.387801e+15
300000, 15, 2.378191e+15
600000, 15, 2.359565e+15
900000, 15, 2.328144e+15
1200000, 15, 2.291113e+15
1500000, 15, 2.177162e+15
1800000, 15, 2.042906e+15
2100000, 15, 1.779968e+15
2400000, 15, 1.412825e+15
2700000, 15, 2.848063e+14
3000000, 15, 3.437167e+12
120000, 15, 2.046605e+15
300000, 15, 1.731242e+15
600000, 15, 1.324683e+15
900000, 15, 1.106661e+15
1200000, 15, 9.272366e+14
