120000, 3, 2.172703e+01
300000, 3, 2.172702e+01
600000, 3, 2.172702e+01
900000, 3, 2.172702e+01
1200000, 3, 2.172702e+01
1500000, 3, 2.172702e+01
1800000, 3, 2.172702e+01
2100000, 3, 2.172702e+01
2400000, 3, 2.172702e+01
2700000, 3, 2.172702e+01
3000000, 3, 2.172702e+01
120000, 3, 2.172703e+01
300000, 3, 2.172702e+01
600000, 3, 2.172702e+01
900000, 3, 2.172702e+01
1200000, 3, 2.172702e+01
1500000, 3, 2.172702e+01
1800000, 3, 2.172702e+01
2100000, 3, 2.172702e+01
2400000, 3, 2.172702e+01
2700000, 3, 2.172702e+01
3000000, 3, 2.172702e+01
120000, 3, 2.172702e+01
